trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
241,False,"{'a': 0.6, 'e': 0.06441566264008308}",20,0,-14.741286795798004,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
242,False,"{'a': 0.6, 'e': 0.0642824346533225}",20,7,25.727303510870797,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.6, 'e': 0.06415002990995841}",25,8,30.817563402203096,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.6, 'e': 0.06401843996644799}",20,0,34.46582247358806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.6, 'e': 0.06388765649999399}",25,14,20.647323596377515,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.6, 'e': 0.06375767130633382}",20,11,17.978743819324333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.6, 'e': 0.06362847629757777}",20,12,-26.931021778315127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.6, 'e': 0.06350006350009525}",25,14,20.050827234543192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.6, 'e': 0.06337242505244779}",25,14,7.507799850340448,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.6, 'e': 0.06324555320336758}",25,8,34.14011480146102,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.6, 'e': 0.06311944030978031}",20,4,26.19189509135374,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.6, 'e': 0.0629940788348712}",25,18,14.311721290391496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.6, 'e': 0.06286946134619315}",25,0,41.144817905815195,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
254,False,"{'a': 0.6, 'e': 0.06274558051381586}",25,0,30.75747801345348,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.6, 'e': 0.06262242910851495}",20,10,16.173387870112272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.6, 'e': 0.0625}",30,12,31.581953348968867,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.6, 'e': 0.06237828615518053}",25,8,27.744713882156656,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.6, 'e': 0.062257280636469035}",25,12,25.809527631333573,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.6, 'e': 0.062136976600120006}",30,13,31.753837926977546,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.6, 'e': 0.062017367294604234}",20,8,21.555004057392484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.6, 'e': 0.061898446059017294}",20,0,-27.280608699171115,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
262,False,"{'a': 0.6, 'e': 0.06178020632152154}",20,10,20.328159746403532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.6, 'e': 0.061662641597820735}",30,18,25.193287202626628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.6, 'e': 0.06154574548966636}",35,13,-13.338267403563849,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.6, 'e': 0.06142951168339512}",20,9,18.658799492000526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.6, 'e': 0.06131393394849658}",35,12,14.332120618500015,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.6, 'e': 0.06119900613621046}",25,6,32.3970440093299,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.6, 'e': 0.06108472217815261}",20,5,16.36238154481464,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.6, 'e': 0.06097107608496923}",25,17,14.826950876554509,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.6, 'e': 0.06085806194501846}",25,14,21.551945942123094,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.6, 'e': 0.0607456739230787}",20,0,30.86445376572856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.6, 'e': 0.06063390625908324}",20,8,24.922577627424417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.6, 'e': 0.060522753266880246}",25,19,8.836459931949815,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.6, 'e': 0.0604122093330177}",30,0,44.631346706498505,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.6, 'e': 0.060302268915552716}",20,6,24.440217061158602,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.6, 'e': 0.0601929265428846}",25,14,21.531736333293225,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.6, 'e': 0.06008417681261097}",20,7,17.469159976806726,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.6, 'e': 0.05997601439040672}",20,6,24.076987862223298,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.6, 'e': 0.05986843400892496}",25,0,39.56577619617843,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.6, 'e': 0.05976143046671968}",20,2,26.56173666966829,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.6, 'e': 0.05965499862718936}",20,9,20.039061654207984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.6, 'e': 0.05954913341754137}",20,0,33.556940071574715,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.6, 'e': 0.0594438298277764}",25,13,21.341161878590043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.6, 'e': 0.05933908290969266}",30,0,48.33378372705981,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.6, 'e': 0.05923488777590923}",25,15,20.028576072859813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.6, 'e': 0.05913123959890826}",20,8,11.87963732976089,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.6, 'e': 0.059028133610095526}",20,9,9.908864040996248,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.6, 'e': 0.05892556509887897}",20,10,18.119043646845853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.6, 'e': 0.058823529411764705}",25,10,15.164808796235285,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.6, 'e': 0.058722021951470346}",25,14,21.046212986579512,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.6, 'e': 0.05862103817605492}",25,11,10.791635371282332,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
